case_id,activity,timestamp,end_time,resource,severity,priority,incident_type,department,shift,sla_tier,support_level,status
INC-003,Apply Fix,2025-07-03 18:51,2025-07-03 19:59,L3 Specialist Mueller,critical,P1,software,Finance,day,platinum,L3,fix_applied
INC-003,Test Fix,2025-07-03 20:12,2025-07-03 20:56,L3 Specialist Mueller,critical,P1,software,Finance,day,platinum,L3,tested
INC-003,Verify Resolution,2025-07-03 21:26,2025-07-03 21:53,L3 Specialist Mueller,critical,P1,software,Finance,day,platinum,L3,verified
INC-003,Close Incident,2025-07-03 22:05,2025-07-03 22:13,Service Desk Portal,critical,P1,software,Finance,day,platinum,L0,closed
INC-004,Log Incident,2025-07-04 20:14,2025-07-04 20:17,Service Desk Portal,critical,P1,hardware,IT,night,gold,L0,logged
INC-004,Classify Incident,2025-07-04 20:24,2025-07-04 20:33,Auto-Classifier,critical,P1,hardware,IT,night,gold,L0,classified
INC-004,Initial Diagnosis,2025-07-04 20:40,2025-07-04 21:24,L1 Agent Garcia,critical,P1,hardware,IT,night,gold,L1,diagnosed
INC-004,Assign to Team,2025-07-04 21:39,2025-07-04 21:47,Service Desk Lead,critical,P1,hardware,IT,night,gold,L1,assigned
INC-004,Investigate,2025-07-04 22:17,2025-07-04 23:50,L1 Agent Garcia,critical,P1,hardware,IT,night,gold,L1,investigating
INC-004,Escalate to L2,2025-07-05 00:07,2025-07-05 00:22,L1 Agent Garcia,critical,P1,hardware,IT,night,gold,L1,escalated
INC-004,Investigate,2025-07-05 01:06,2025-07-05 02:09,L2 Engineer Santos,critical,P1,hardware,IT,night,gold,L2,investigating
INC-004,Request Change Approval,2025-07-05 02:23,2025-07-05 02:53,L2 Engineer Santos,critical,P1,hardware,IT,night,gold,L2,change_requested
INC-004,Implement Change,2025-07-05 04:34,2025-07-05 06:12,L2 Engineer Santos,critical,P1,hardware,IT,night,gold,L2,change_implemented
INC-004,Test Fix,2025-07-05 06:30,2025-07-05 07:08,L2 Engineer Santos,critical,P1,hardware,IT,night,gold,L2,tested
INC-004,Verify Resolution,2025-07-05 07:36,2025-07-05 07:59,L2 Engineer Santos,critical,P1,hardware,IT,night,gold,L2,verified
INC-004,Close Incident,2025-07-05 08:16,2025-07-05 08:24,Service Desk Portal,critical,P1,hardware,IT,night,gold,L0,closed
INC-005,Log Incident,2025-07-05 09:08,2025-07-05 09:15,Service Desk Portal,critical,P1,software,Operations,day,platinum,L0,logged
INC-005,Classify Incident,2025-07-05 09:24,2025-07-05 09:29,Service Desk Lead,critical,P1,software,Operations,day,platinum,L0,classified
INC-005,Initial Diagnosis,2025-07-05 09:37,2025-07-05 10:12,L1 Agent Garcia,critical,P1,software,Operations,day,platinum,L1,diagnosed
INC-005,Assign to Team,2025-07-05 10:22,2025-07-05 10:37,Service Desk Lead,critical,P1,software,Operations,day,platinum,L1,assigned
INC-005,Investigate,2025-07-05 11:00,2025-07-05 12:46,L1 Agent Garcia,critical,P1,software,Operations,day,platinum,L1,investigating
INC-005,Escalate to L2,2025-07-05 12:53,2025-07-05 13:04,L1 Agent Garcia,critical,P1,software,Operations,day,platinum,L1,escalated
INC-005,Investigate,2025-07-05 13:43,2025-07-05 15:12,L2 Engineer Hoffmann,critical,P1,software,Operations,day,platinum,L2,investigating
INC-005,Escalate to L3,2025-07-05 15:30,2025-07-05 15:39,L2 Engineer Hoffmann,critical,P1,software,Operations,day,platinum,L2,escalated
INC-005,Investigate,2025-07-05 17:09,2025-07-05 19:06,L3 Specialist Mueller,critical,P1,software,Operations,day,platinum,L3,investigating
INC-005,Apply Fix,2025-07-05 19:44,2025-07-05 20:18,L3 Specialist Mueller,critical,P1,software,Operations,day,platinum,L3,fix_applied
INC-005,Test Fix,2025-07-05 20:31,2025-07-05 21:10,L3 Specialist Mueller,critical,P1,software,Operations,day,platinum,L3,tested
INC-005,Verify Resolution,2025-07-05 21:40,2025-07-05 22:00,L3 Specialist Mueller,critical,P1,software,Operations,day,platinum,L3,verified
INC-005,Close Incident,2025-07-05 22:08,2025-07-05 22:15,Service Desk Portal,critical,P1,software,Operations,day,platinum,L0,closed
INC-006,Log Incident,2025-07-06 11:10,2025-07-06 11:16,Service Desk Portal,critical,P1,network,IT,day,gold,L0,logged
INC-006,Classify Incident,2025-07-06 11:18,2025-07-06 11:31,Auto-Classifier,critical,P1,network,IT,day,gold,L0,classified
INC-006,Initial Diagnosis,2025-07-06 11:41,2025-07-06 12:23,L1 Agent Patel,critical,P1,network,IT,day,gold,L1,diagnosed
INC-006,Assign to Team,2025-07-06 12:37,2025-07-06 12:52,Service Desk Lead,critical,P1,network,IT,day,gold,L1,assigned
INC-006,Investigate,2025-07-06 13:18,2025-07-06 15:05,L1 Agent Patel,critical,P1,network,IT,day,gold,L1,investigating
INC-006,Escalate to L2,2025-07-06 15:16,2025-07-06 15:23,L1 Agent Patel,critical,P1,network,IT,day,gold,L1,escalated
INC-006,Investigate,2025-07-06 16:01,2025-07-06 17:40,L2 Engineer Santos,critical,P1,network,IT,day,gold,L2,investigating
INC-006,Escalate to L3,2025-07-06 17:58,2025-07-06 18:03,L2 Engineer Santos,critical,P1,network,IT,day,gold,L2,escalated
INC-006,Investigate,2025-07-06 19:04,2025-07-06 19:36,L3 Specialist Tanaka,critical,P1,network,IT,day,gold,L3,investigating
INC-006,Request Change Approval,2025-07-06 19:49,2025-07-06 20:27,L3 Specialist Tanaka,critical,P1,network,IT,day,gold,L3,change_requested
INC-006,Implement Change,2025-07-06 21:36,2025-07-06 22:36,L3 Specialist Tanaka,critical,P1,network,IT,day,gold,L3,change_implemented
INC-006,Test Fix,2025-07-06 22:47,2025-07-06 23:09,L3 Specialist Tanaka,critical,P1,network,IT,day,gold,L3,tested
INC-006,Verify Resolution,2025-07-06 23:37,2025-07-06 23:49,L3 Specialist Tanaka,critical,P1,network,IT,day,gold,L3,verified
INC-006,Close Incident,2025-07-06 23:56,2025-07-07 00:06,Service Desk Portal,critical,P1,network,IT,day,gold,L0,closed
INC-007,Log Incident,2025-07-07 20:48,2025-07-07 20:55,Service Desk Portal,critical,P1,security,Finance,night,platinum,L0,logged
INC-007,Classify Incident,2025-07-07 20:59,2025-07-07 21:14,Service Desk Lead,critical,P1,security,Finance,night,platinum,L0,classified
INC-007,Initial Diagnosis,2025-07-07 21:34,2025-07-07 21:57,L1 Agent Garcia,critical,P1,security,Finance,night,platinum,L1,diagnosed
INC-007,Assign to Team,2025-07-07 22:15,2025-07-07 22:23,Service Desk Lead,critical,P1,security,Finance,night,platinum,L1,assigned
INC-007,Investigate,2025-07-07 23:02,2025-07-08 00:41,L1 Agent Garcia,critical,P1,security,Finance,night,platinum,L1,investigating
INC-007,Escalate to L2,2025-07-08 00:52,2025-07-08 01:01,L1 Agent Garcia,critical,P1,security,Finance,night,platinum,L1,escalated
INC-007,Investigate,2025-07-08 01:41,2025-07-08 03:34,L2 Engineer Hoffmann,critical,P1,security,Finance,night,platinum,L2,investigating
INC-007,Request Change Approval,2025-07-08 03:55,2025-07-08 04:38,L2 Engineer Hoffmann,critical,P1,security,Finance,night,platinum,L2,change_requested
INC-007,Implement Change,2025-07-08 06:14,2025-07-08 07:41,L2 Engineer Hoffmann,critical,P1,security,Finance,night,platinum,L2,change_implemented
INC-007,Test Fix,2025-07-08 07:54,2025-07-08 08:16,L2 Engineer Hoffmann,critical,P1,security,Finance,night,platinum,L2,tested
INC-007,Verify Resolution,2025-07-08 08:33,2025-07-08 08:45,L2 Engineer Hoffmann,critical,P1,security,Finance,night,platinum,L2,verified
INC-007,Close Incident,2025-07-08 09:00,2025-07-08 09:03,Service Desk Portal,critical,P1,security,Finance,night,platinum,L0,closed
INC-008,Log Incident,2025-07-08 12:35,2025-07-08 12:39,Service Desk Portal,critical,P1,software,HR,day,gold,L0,logged
INC-008,Classify Incident,2025-07-08 12:44,2025-07-08 12:50,Service Desk Lead,critical,P1,software,HR,day,gold,L0,classified
INC-008,Initial Diagnosis,2025-07-08 13:15,2025-07-08 13:37,L1 Agent Patel,critical,P1,software,HR,day,gold,L1,diagnosed
INC-008,Assign to Team,2025-07-08 13:44,2025-07-08 13:49,Service Desk Lead,critical,P1,software,HR,day,gold,L1,assigned
INC-008,Investigate,2025-07-08 14:26,2025-07-08 15:38,L1 Agent Patel,critical,P1,software,HR,day,gold,L1,investigating
INC-008,Escalate to L2,2025-07-08 15:45,2025-07-08 15:58,L1 Agent Patel,critical,P1,software,HR,day,gold,L1,escalated
INC-008,Investigate,2025-07-08 16:28,2025-07-08 18:23,L2 Engineer Liu,critical,P1,software,HR,day,gold,L2,investigating
INC-008,Apply Fix,2025-07-08 18:48,2025-07-08 19:35,L2 Engineer Liu,critical,P1,software,HR,day,gold,L2,fix_applied
INC-008,Test Fix,2025-07-08 19:44,2025-07-08 20:22,L2 Engineer Liu,critical,P1,software,HR,day,gold,L2,tested
INC-008,Verify Resolution,2025-07-08 20:50,2025-07-08 21:18,L2 Engineer Liu,critical,P1,software,HR,day,gold,L2,verified
INC-008,Close Incident,2025-07-08 21:38,2025-07-08 21:44,Service Desk Portal,critical,P1,software,HR,day,gold,L0,closed
INC-009,Log Incident,2025-07-09 14:30,2025-07-09 14:36,Service Desk Portal,high,P2,software,Finance,day,gold,L0,logged
INC-009,Classify Incident,2025-07-09 14:41,2025-07-09 14:47,Service Desk Lead,high,P2,software,Finance,day,gold,L0,classified
INC-009,Initial Diagnosis,2025-07-09 15:05,2025-07-09 15:33,L1 Agent Weber,high,P2,software,Finance,day,gold,L1,diagnosed
INC-009,Assign to Team,2025-07-09 15:51,2025-07-09 16:03,Service Desk Lead,high,P2,software,Finance,day,gold,L1,assigned
INC-009,Investigate,2025-07-09 16:40,2025-07-09 17:16,L1 Agent Weber,high,P2,software,Finance,day,gold,L1,investigating
INC-009,Escalate to L2,2025-07-09 17:24,2025-07-09 17:29,L1 Agent Weber,high,P2,software,Finance,day,gold,L1,escalated
INC-009,Investigate,2025-07-09 18:09,2025-07-09 19:22,L2 Engineer Hoffmann,high,P2,software,Finance,day,gold,L2,investigating
INC-009,Apply Fix,2025-07-09 19:57,2025-07-09 20:30,L2 Engineer Hoffmann,high,P2,software,Finance,day,gold,L2,fix_applied
INC-009,Test Fix,2025-07-09 20:42,2025-07-09 21:03,L2 Engineer Hoffmann,high,P2,software,Finance,day,gold,L2,tested
INC-009,Verify Resolution,2025-07-09 21:19,2025-07-09 21:46,L2 Engineer Hoffmann,high,P2,software,Finance,day,gold,L2,verified
INC-009,Close Incident,2025-07-09 22:05,2025-07-09 22:10,Service Desk Portal,high,P2,software,Finance,day,gold,L0,closed
INC-010,Log Incident,2025-07-10 11:11,2025-07-10 11:16,Service Desk Portal,high,P2,hardware,Operations,day,gold,L0,logged
INC-010,Classify Incident,2025-07-10 11:25,2025-07-10 11:31,Service Desk Lead,high,P2,hardware,Operations,day,gold,L0,classified
INC-010,Initial Diagnosis,2025-07-10 11:50,2025-07-10 12:06,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,diagnosed
INC-010,Assign to Team,2025-07-10 12:11,2025-07-10 12:17,Service Desk Lead,high,P2,hardware,Operations,day,gold,L1,assigned
INC-010,Investigate,2025-07-10 12:56,2025-07-10 13:56,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,investigating
INC-010,Apply Fix,2025-07-10 14:11,2025-07-10 15:23,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,fix_applied
INC-010,Test Fix,2025-07-10 15:43,2025-07-10 16:13,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,tested
INC-010,Rework Fix,2025-07-10 16:21,2025-07-10 17:46,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,reworked
INC-010,Test Fix,2025-07-10 18:08,2025-07-10 18:51,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,test_passed
INC-010,Verify Resolution,2025-07-10 19:02,2025-07-10 19:17,L1 Agent Patel,high,P2,hardware,Operations,day,gold,L1,verified
INC-010,Close Incident,2025-07-10 19:34,2025-07-10 19:37,Service Desk Portal,high,P2,hardware,Operations,day,gold,L0,closed
INC-011,Log Incident,2025-07-11 23:16,2025-07-11 23:22,Service Desk Portal,high,P2,network,IT,night,standard,L0,logged
INC-011,Classify Incident,2025-07-11 23:28,2025-07-11 23:41,Auto-Classifier,high,P2,network,IT,night,standard,L0,classified
INC-011,Initial Diagnosis,2025-07-12 00:01,2025-07-12 00:22,L1 Agent Garcia,high,P2,network,IT,night,standard,L1,diagnosed
INC-011,Assign to Team,2025-07-12 00:36,2025-07-12 00:44,Service Desk Lead,high,P2,network,IT,night,standard,L1,assigned
INC-011,Investigate,2025-07-12 01:24,2025-07-12 02:01,L1 Agent Garcia,high,P2,network,IT,night,standard,L1,investigating
INC-011,Escalate to L2,2025-07-12 02:07,2025-07-12 02:17,L1 Agent Garcia,high,P2,network,IT,night,standard,L1,escalated
INC-011,Investigate,2025-07-12 02:35,2025-07-12 04:19,L2 Engineer Santos,high,P2,network,IT,night,standard,L2,investigating
INC-011,Apply Fix,2025-07-12 04:44,2025-07-12 06:08,L2 Engineer Santos,high,P2,network,IT,night,standard,L2,fix_applied
INC-011,Test Fix,2025-07-12 06:18,2025-07-12 06:34,L2 Engineer Santos,high,P2,network,IT,night,standard,L2,tested
INC-011,Verify Resolution,2025-07-12 07:00,2025-07-12 07:12,L2 Engineer Santos,high,P2,network,IT,night,standard,L2,verified
INC-011,Close Incident,2025-07-12 07:22,2025-07-12 07:26,Service Desk Portal,high,P2,network,IT,night,standard,L0,closed
INC-012,Log Incident,2025-07-12 12:04,2025-07-12 12:12,Service Desk Portal,high,P2,software,HR,day,gold,L0,logged
INC-012,Classify Incident,2025-07-12 12:17,2025-07-12 12:23,Auto-Classifier,high,P2,software,HR,day,gold,L0,classified
INC-012,Initial Diagnosis,2025-07-12 12:46,2025-07-12 13:19,L1 Agent Garcia,high,P2,software,HR,day,gold,L1,diagnosed
INC-012,Assign to Team,2025-07-12 13:25,2025-07-12 13:39,Service Desk Lead,high,P2,software,HR,day,gold,L1,assigned
INC-012,Investigate,2025-07-12 13:51,2025-07-12 15:14,L1 Agent Garcia,high,P2,software,HR,day,gold,L1,investigating
INC-012,Escalate to L2,2025-07-12 15:29,2025-07-12 15:38,L1 Agent Garcia,high,P2,software,HR,day,gold,L1,escalated
INC-012,Investigate,2025-07-12 16:06,2025-07-12 17:16,L2 Engineer Hoffmann,high,P2,software,HR,day,gold,L2,investigating
INC-012,Escalate to L3,2025-07-12 17:29,2025-07-12 17:38,L2 Engineer Hoffmann,high,P2,software,HR,day,gold,L2,escalated
INC-012,Investigate,2025-07-12 18:48,2025-07-12 20:43,L3 Specialist Mueller,high,P2,software,HR,day,gold,L3,investigating
INC-012,Apply Fix,2025-07-12 21:18,2025-07-12 22:16,L3 Specialist Mueller,high,P2,software,HR,day,gold,L3,fix_applied
INC-012,Test Fix,2025-07-12 22:35,2025-07-12 23:00,L3 Specialist Mueller,high,P2,software,HR,day,gold,L3,tested
INC-012,Verify Resolution,2025-07-12 23:12,2025-07-12 23:22,L3 Specialist Mueller,high,P2,software,HR,day,gold,L3,verified
INC-012,Close Incident,2025-07-12 23:41,2025-07-12 23:45,Service Desk Portal,high,P2,software,HR,day,gold,L0,closed
INC-013,Log Incident,2025-07-13 08:34,2025-07-13 08:38,Service Desk Portal,high,P2,security,IT,day,platinum,L0,logged
INC-013,Classify Incident,2025-07-13 08:48,2025-07-13 08:55,Auto-Classifier,high,P2,security,IT,day,platinum,L0,classified
INC-013,Initial Diagnosis,2025-07-13 09:11,2025-07-13 09:54,L1 Agent Patel,high,P2,security,IT,day,platinum,L1,diagnosed
INC-013,Assign to Team,2025-07-13 10:06,2025-07-13 10:16,Service Desk Lead,high,P2,security,IT,day,platinum,L1,assigned
INC-013,Investigate,2025-07-13 10:35,2025-07-13 11:25,L1 Agent Patel,high,P2,security,IT,day,platinum,L1,investigating
INC-013,Escalate to L2,2025-07-13 11:44,2025-07-13 11:57,L1 Agent Patel,high,P2,security,IT,day,platinum,L1,escalated
INC-013,Investigate,2025-07-13 12:57,2025-07-13 14:45,L2 Engineer Liu,high,P2,security,IT,day,platinum,L2,investigating
INC-013,Request Change Approval,2025-07-13 15:15,2025-07-13 16:03,L2 Engineer Liu,high,P2,security,IT,day,platinum,L2,change_requested
INC-013,Implement Change,2025-07-13 16:34,2025-07-13 18:29,L2 Engineer Liu,high,P2,security,IT,day,platinum,L2,change_implemented
INC-013,Test Fix,2025-07-13 18:56,2025-07-13 19:20,L2 Engineer Liu,high,P2,security,IT,day,platinum,L2,tested
INC-013,Verify Resolution,2025-07-13 19:33,2025-07-13 19:47,L2 Engineer Liu,high,P2,security,IT,day,platinum,L2,verified
INC-013,Close Incident,2025-07-13 20:00,2025-07-13 20:04,Service Desk Portal,high,P2,security,IT,day,platinum,L0,closed
INC-014,Log Incident,2025-07-14 20:47,2025-07-14 20:54,Service Desk Portal,high,P2,hardware,Finance,night,gold,L0,logged
INC-014,Classify Incident,2025-07-14 20:58,2025-07-14 21:07,Auto-Classifier,high,P2,hardware,Finance,night,gold,L0,classified
INC-014,Initial Diagnosis,2025-07-14 21:31,2025-07-14 22:08,L1 Agent Garcia,high,P2,hardware,Finance,night,gold,L1,diagnosed
INC-014,Assign to Team,2025-07-14 22:23,2025-07-14 22:31,Service Desk Lead,high,P2,hardware,Finance,night,gold,L1,assigned
INC-014,Investigate,2025-07-14 23:02,2025-07-15 00:53,L1 Agent Garcia,high,P2,hardware,Finance,night,gold,L1,investigating
INC-014,Escalate to L2,2025-07-15 01:06,2025-07-15 01:19,L1 Agent Garcia,high,P2,hardware,Finance,night,gold,L1,escalated
INC-014,Investigate,2025-07-15 02:05,2025-07-15 02:41,L2 Engineer Liu,high,P2,hardware,Finance,night,gold,L2,investigating
INC-014,Apply Fix,2025-07-15 02:53,2025-07-15 04:07,L2 Engineer Liu,high,P2,hardware,Finance,night,gold,L2,fix_applied
INC-014,Test Fix,2025-07-15 04:20,2025-07-15 04:36,L2 Engineer Liu,high,P2,hardware,Finance,night,gold,L2,tested
INC-014,Verify Resolution,2025-07-15 04:46,2025-07-15 05:06,L2 Engineer Liu,high,P2,hardware,Finance,night,gold,L2,verified
INC-014,Close Incident,2025-07-15 05:15,2025-07-15 05:22,Service Desk Portal,high,P2,hardware,Finance,night,gold,L0,closed
INC-015,Log Incident,2025-07-01 09:47,2025-07-01 09:53,Service Desk Portal,high,P2,software,Operations,day,standard,L0,logged
INC-015,Classify Incident,2025-07-01 10:03,2025-07-01 10:16,Auto-Classifier,high,P2,software,Operations,day,standard,L0,classified
INC-015,Initial Diagnosis,2025-07-01 10:21,2025-07-01 10:38,L1 Agent Patel,high,P2,software,Operations,day,standard,L1,diagnosed
INC-015,Assign to Team,2025-07-01 10:47,2025-07-01 11:00,Service Desk Lead,high,P2,software,Operations,day,standard,L1,assigned
INC-015,Investigate,2025-07-01 11:11,2025-07-01 12:28,L1 Agent Patel,high,P2,software,Operations,day,standard,L1,investigating
INC-015,Escalate to L2,2025-07-01 12:37,2025-07-01 12:48,L1 Agent Patel,high,P2,software,Operations,day,standard,L1,escalated
INC-015,Investigate,2025-07-01 13:11,2025-07-01 14:20,L2 Engineer Santos,high,P2,software,Operations,day,standard,L2,investigating
INC-015,Apply Fix,2025-07-01 14:41,2025-07-01 15:06,L2 Engineer Santos,high,P2,software,Operations,day,standard,L2,fix_applied
INC-015,Test Fix,2025-07-01 15:22,2025-07-01 15:43,L2 Engineer Santos,high,P2,software,Operations,day,standard,L2,tested
INC-015,Rework Fix,2025-07-01 15:58,2025-07-01 16:43,L2 Engineer Santos,high,P2,software,Operations,day,standard,L2,reworked
INC-015,Test Fix,2025-07-01 16:56,2025-07-01 17:22,L2 Engineer Santos,high,P2,software,Operations,day,standard,L2,test_passed
INC-015,Verify Resolution,2025-07-01 17:49,2025-07-01 18:12,L2 Engineer Santos,high,P2,software,Operations,day,standard,L2,verified
INC-015,Close Incident,2025-07-01 18:21,2025-07-01 18:27,Service Desk Portal,high,P2,software,Operations,day,standard,L0,closed
INC-016,Log Incident,2025-07-02 14:10,2025-07-02 14:14,Service Desk Portal,high,P2,network,HR,day,standard,L0,logged
INC-016,Classify Incident,2025-07-02 14:22,2025-07-02 14:29,Service Desk Lead,high,P2,network,HR,day,standard,L0,classified
INC-016,Initial Diagnosis,2025-07-02 14:44,2025-07-02 15:24,L1 Agent Nowak,high,P2,network,HR,day,standard,L1,diagnosed
INC-016,Assign to Team,2025-07-02 15:36,2025-07-02 15:45,Service Desk Lead,high,P2,network,HR,day,standard,L1,assigned
INC-016,Investigate,2025-07-02 16:00,2025-07-02 17:59,L1 Agent Nowak,high,P2,network,HR,day,standard,L1,investigating
INC-016,Apply Fix,2025-07-02 18:12,2025-07-02 19:20,L1 Agent Nowak,high,P2,network,HR,day,standard,L1,fix_applied
INC-016,Test Fix,2025-07-02 19:26,2025-07-02 20:08,L1 Agent Nowak,high,P2,network,HR,day,standard,L1,tested
INC-016,Verify Resolution,2025-07-02 20:33,2025-07-02 20:50,L1 Agent Nowak,high,P2,network,HR,day,standard,L1,verified
INC-016,Close Incident,2025-07-02 21:01,2025-07-02 21:11,Service Desk Portal,high,P2,network,HR,day,standard,L0,closed
INC-017,Log Incident,2025-07-03 22:19,2025-07-03 22:23,Service Desk Portal,high,P2,software,IT,night,gold,L0,logged
INC-017,Classify Incident,2025-07-03 22:28,2025-07-03 22:43,Service Desk Lead,high,P2,software,IT,night,gold,L0,classified
INC-017,Initial Diagnosis,2025-07-03 22:54,2025-07-03 23:19,L1 Agent Nowak,high,P2,software,IT,night,gold,L1,diagnosed
INC-017,Assign to Team,2025-07-03 23:32,2025-07-03 23:38,Service Desk Lead,high,P2,software,IT,night,gold,L1,assigned
INC-017,Investigate,2025-07-04 00:18,2025-07-04 01:23,L1 Agent Nowak,high,P2,software,IT,night,gold,L1,investigating
INC-017,Escalate to L2,2025-07-04 01:39,2025-07-04 01:54,L1 Agent Nowak,high,P2,software,IT,night,gold,L1,escalated
INC-017,Investigate,2025-07-04 02:41,2025-07-04 04:37,L2 Engineer Liu,high,P2,software,IT,night,gold,L2,investigating
INC-017,Apply Fix,2025-07-04 05:13,2025-07-04 06:41,L2 Engineer Liu,high,P2,software,IT,night,gold,L2,fix_applied
INC-017,Test Fix,2025-07-04 06:56,2025-07-04 07:41,L2 Engineer Liu,high,P2,software,IT,night,gold,L2,tested
INC-017,Verify Resolution,2025-07-04 07:51,2025-07-04 08:04,L2 Engineer Liu,high,P2,software,IT,night,gold,L2,verified
